Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
49261;Napoleon;MI;42.164338;-84.24575;-5;1;42.164338,-84.24575
49736;Goetzville;MI;46.064734;-84.15477;-5;1;46.064734,-84.15477
49960;Rockland;MI;46.739853;-89.18126;-5;1;46.739853,-89.18126
49227;Allen;MI;41.956743;-84.76598;-5;1;41.956743,-84.76598
48767;Unionville;MI;43.645608;-83.46527;-5;1;43.645608,-83.46527
48805;Okemos;MI;42.599184;-84.371973;-5;1;42.599184,-84.371973
48037;Southfield;MI;42.567543;-83.149978;-5;1;42.567543,-83.149978
48097;Yale;MI;43.131709;-82.81411;-5;1;43.131709,-82.81411
48649;Oakley;MI;43.150386;-84.1976;-5;1;43.150386,-84.1976
48449;Lennon;MI;42.988946;-83.94468;-5;1;42.988946,-83.94468
48126;Dearborn;MI;42.333787;-83.18179;-5;1;42.333787,-83.18179
48353;Hartland;MI;42.644709;-83.71792;-5;1;42.644709,-83.71792
48505;Flint;MI;43.062076;-83.69728;-5;1;43.062076,-83.69728
48734;Frankenmuth;MI;43.340413;-83.74123;-5;1;43.340413,-83.74123
48861;Mulliken;MI;42.733673;-84.92575;-5;1;42.733673,-84.92575
48001;Algonac;MI;42.631359;-82.554;-5;1;42.631359,-82.554
48625;Harrison;MI;44.052759;-84.83959;-5;1;44.052759,-84.83959
48846;Ionia;MI;42.981932;-85.06679;-5;1;42.981932,-85.06679
48005;Armada;MI;42.842554;-82.91471;-5;1;42.842554,-82.91471
48103;Ann Arbor;MI;42.280887;-83.79147;-5;1;42.280887,-83.79147
49090;South Haven;MI;42.403593;-86.24912;-5;1;42.403593,-86.24912
49408;Fennville;MI;42.575519;-86.12461;-5;1;42.575519,-86.12461
48159;Maybee;MI;42.01968;-83.54756;-5;1;42.01968,-83.54756
49097;Vicksburg;MI;42.117028;-85.5073;-5;1;42.117028,-85.5073
49654;Leland;MI;45.023384;-85.75697;-5;1;45.023384,-85.75697
48759;Sebewaing;MI;43.737971;-83.43007;-5;1;43.737971,-83.43007
48821;Dimondale;MI;42.645985;-84.64772;-5;1;42.645985,-84.64772
49263;Norvell;MI;42.158739;-84.18274;-5;1;42.158739,-84.18274
48064;Casco;MI;42.773535;-82.67684;-5;1;42.773535,-82.67684
48301;Bloomfield Hills;MI;42.546445;-83.28083;-5;1;42.546445,-83.28083
48732;Essexville;MI;43.605861;-83.81298;-5;1;43.605861,-83.81298
48736;Gilford;MI;43.49442;-83.624431;-5;1;43.49442,-83.624431
48396;Wixom;MI;42.523233;-83.537887;-5;1;42.523233,-83.537887
48117;Carleton;MI;42.05589;-83.40605;-5;1;42.05589,-83.40605
48832;Elwell;MI;43.411924;-84.77657;-5;1;43.411924,-84.77657
49344;Shelbyville;MI;42.588087;-85.5824;-5;1;42.588087,-85.5824
48655;Saint Charles;MI;43.297082;-84.14652;-5;1;43.297082,-84.14652
49120;Niles;MI;41.828055;-86.23981;-5;1;41.828055,-86.23981
49415;Fruitport;MI;43.135994;-86.13348;-5;1;43.135994,-86.13348
48318;Utica;MI;42.672322;-82.903065;-5;1;42.672322,-82.903065
48710;University Center;MI;43.556574;-83.994328;-5;1;43.556574,-83.994328
49020;Bedford;MI;42.246402;-85.004511;-5;1;42.246402,-85.004511
49092;Tekonsha;MI;42.09724;-84.97543;-5;1;42.09724,-84.97543
48192;Wyandotte;MI;42.199989;-83.17402;-5;1;42.199989,-83.17402
48892;Webberville;MI;42.643684;-84.17011;-5;1;42.643684,-84.17011
49326;Gowen;MI;43.244538;-85.34217;-5;1;43.244538,-85.34217
48730;East Tawas;MI;44.335904;-83.48516;-5;1;44.335904,-83.48516
48361;Lake Orion;MI;42.660091;-83.3863;-5;1;42.660091,-83.3863
49087;Schoolcraft;MI;42.117421;-85.67594;-5;1;42.117421,-85.67594
49768;Paradise;MI;46.659548;-85.09913;-5;1;46.659548,-85.09913
48198;Ypsilanti;MI;42.247039;-83.58215;-5;1;42.247039,-83.58215
49317;Cannonsburg;MI;43.071201;-85.480856;-5;1;43.071201,-85.480856
49971;White Pine;MI;46.754237;-89.57925;-5;1;46.754237,-89.57925
48320;Keego Harbor;MI;42.611783;-83.33757;-5;1;42.611783,-83.33757
48084;Troy;MI;42.563505;-83.18405;-5;1;42.563505,-83.18405
48889;Sumner;MI;43.293977;-84.79415;-5;1;43.293977,-84.79415
49286;Tecumseh;MI;42.012268;-83.93878;-5;1;42.012268,-83.93878
48651;Prudenville;MI;44.258616;-84.646;-5;1;44.258616,-84.646
48919;Lansing;MI;42.728585;-84.551728;-5;1;42.728585,-84.551728
49269;Parma;MI;42.285987;-84.59305;-5;1;42.285987,-84.59305
48667;Midland;MI;43.647297;-84.387331;-5;1;43.647297,-84.387331
49732;Forest;MI;45.354266;-84.301497;-5;1;45.354266,-84.301497
49613;Arcadia;MI;44.494139;-86.21509;-5;1;44.494139,-86.21509
49840;Gulliver;MI;46.000666;-85.9963;-5;1;46.000666,-85.9963
49925;Ewen;MI;46.555946;-89.34434;-5;1;46.555946,-89.34434
48619;Comins;MI;44.825431;-84.04695;-5;1;44.825431,-84.04695
49254;Michigan Center;MI;42.230336;-84.32597;-5;1;42.230336,-84.32597
49806;Au Train;MI;46.436663;-86.88541;-5;1;46.436663,-86.88541
49321;Comstock Park;MI;43.059661;-85.67384;-5;1;43.059661,-85.67384
49716;Brutus;MI;45.515594;-84.72353;-5;1;45.515594,-84.72353
49885;Skandia;MI;46.356104;-87.25211;-5;1;46.356104,-87.25211
48014;Capac;MI;43.01185;-82.93255;-5;1;43.01185,-82.93255
48439;Grand Blanc;MI;42.925677;-83.63585;-5;1;42.925677,-83.63585
49416;Glenn;MI;42.630533;-86.072032;-5;1;42.630533,-86.072032
49102;Berrien Center;MI;41.949244;-86.26909;-5;1;41.949244,-86.26909
48422;Croswell;MI;43.263998;-82.64573;-5;1;43.263998,-82.64573
48720;Bay Port;MI;43.831509;-83.34887;-5;1;43.831509,-83.34887
49083;Richland;MI;42.379689;-85.45022;-5;1;42.379689,-85.45022
49204;Jackson;MI;42.252847;-84.213755;-5;1;42.252847,-84.213755
48723;Caro;MI;43.490117;-83.3881;-5;1;43.490117,-83.3881
49749;Indian River;MI;45.418813;-84.59578;-5;1;45.418813,-84.59578
49119;New Troy;MI;41.875968;-86.54919;-5;1;41.875968,-86.54919
49437;Montague;MI;43.436692;-86.37093;-5;1;43.436692,-86.37093
48131;Dundee;MI;41.965806;-83.67133;-5;1;41.965806,-83.67133
49523;Grand Rapids;MI;43.031413;-85.550267;-5;1;43.031413,-85.550267
48066;Roseville;MI;42.503285;-82.93851;-5;1;42.503285,-82.93851
48098;Troy;MI;42.599133;-83.15235;-5;1;42.599133,-83.15235
48356;Highland;MI;42.66415;-83.58982;-5;1;42.66415,-83.58982
49582;Colfax;MI;44.544624;-85.832785;-5;1;44.544624,-85.832785
48312;Sterling Heights;MI;42.558151;-83.00446;-5;1;42.558151,-83.00446
48303;Bloomfield Hills;MI;42.660091;-83.3863;-5;1;42.660091,-83.3863
49765;Onaway;MI;45.354463;-84.23956;-5;1;45.354463,-84.23956
49790;Strongs;MI;46.387377;-84.966792;-5;1;46.387377,-84.966792
48021;Eastpointe;MI;42.466086;-82.94641;-5;1;42.466086,-82.94641
48331;Farmington;MI;42.508809;-83.40875;-5;1;42.508809,-83.40875
48884;Sheridan;MI;43.21107;-85.04772;-5;1;43.21107,-85.04772
49202;Jackson;MI;42.262135;-84.41052;-5;1;42.262135,-84.41052
48819;Dansville;MI;42.552218;-84.27674;-5;1;42.552218,-84.27674
49729;Ellsworth;MI;45.160264;-85.26699;-5;1;45.160264,-85.26699
48212;Hamtramck;MI;42.410037;-83.05826;-5;1;42.410037,-83.05826
48125;Dearborn Heights;MI;42.277388;-83.25987;-5;1;42.277388,-83.25987
48360;Lake Orion;MI;42.74628;-83.2612;-5;1;42.74628,-83.2612
48333;Farmington;MI;42.660091;-83.3863;-5;1;42.660091,-83.3863
48469;Port Sanilac;MI;43.452038;-82.54948;-5;1;43.452038,-82.54948
49347;Trufant;MI;43.3157;-85.35285;-5;1;43.3157,-85.35285
49782;Beaver Island;MI;45.739114;-85.55339;-5;1;45.739114,-85.55339
48137;Gregory;MI;42.445724;-84.06078;-5;1;42.445724,-84.06078
48633;Lake George;MI;43.959478;-84.93861;-5;1;43.959478,-84.93861
48295;Detroit;MI;42.239933;-83.150823;-5;1;42.239933,-83.150823
48627;Higgins Lake;MI;44.462149;-84.747;-5;1;44.462149,-84.747
48763;Tawas City;MI;44.250144;-83.55805;-5;1;44.250144,-83.55805
48618;Coleman;MI;43.747084;-84.55669;-5;1;43.747084,-84.55669
48760;Silverwood;MI;43.331961;-83.25403;-5;1;43.331961,-83.25403
49128;Three Oaks;MI;41.820452;-86.61984;-5;1;41.820452,-86.61984
49865;National Mine;MI;46.604141;-87.614805;-5;1;46.604141,-87.614805
49461;Whitehall;MI;43.389775;-86.34028;-5;1;43.389775,-86.34028
48950;Lansing;MI;42.599184;-84.371973;-5;1;42.599184,-84.371973
48706;Bay City;MI;43.607523;-83.9162;-5;1;43.607523,-83.9162
48874;Pompeii;MI;43.184467;-84.6032;-5;1;43.184467,-84.6032
48472;Snover;MI;43.512287;-82.9635;-5;1;43.512287,-82.9635
49060;Hickory Corners;MI;42.424387;-85.4055;-5;1;42.424387,-85.4055
49713;Boyne Falls;MI;45.206973;-84.86185;-5;1;45.206973,-84.86185
49710;Barbeau;MI;46.274091;-84.17164;-5;1;46.274091,-84.17164
48415;Birch Run;MI;43.268788;-83.79486;-5;1;43.268788,-83.79486
48299;Detroit;MI;42.239933;-83.150823;-5;1;42.239933,-83.150823
48754;Owendale;MI;43.736747;-83.24746;-5;1;43.736747,-83.24746
49129;Union Pier;MI;41.827718;-86.69237;-5;1;41.827718,-86.69237
48025;Franklin;MI;42.524134;-83.25454;-5;1;42.524134,-83.25454
49351;Rockford;MI;43.031413;-85.550267;-5;1;43.031413,-85.550267
49651;Lake City;MI;44.382889;-85.14305;-5;1;44.382889,-85.14305
49501;Grand Rapids;MI;42.984226;-85.629101;-5;1;42.984226,-85.629101
49837;Gladstone;MI;45.847136;-87.04529;-5;1;45.847136,-87.04529
49955;Painesdale;MI;47.034828;-88.6719;-5;1;47.034828,-88.6719
48054;East China;MI;42.769956;-82.52595;-5;1;42.769956,-82.52595
48311;Sterling Heights;MI;42.672322;-82.903065;-5;1;42.672322,-82.903065
49276;Riga;MI;41.798043;-83.79433;-5;1;41.798043,-83.79433
49719;Cedarville;MI;45.998074;-84.32615;-5;1;45.998074,-84.32615
48047;New Baltimore;MI;42.670932;-82.77754;-5;1;42.670932,-82.77754
48375;Novi;MI;42.462734;-83.45865;-5;1;42.462734,-83.45865
48891;Vestaburg;MI;43.402185;-84.92216;-5;1;43.402185,-84.92216
49626;Eastlake;MI;44.245509;-86.29477;-5;1;44.245509,-86.29477
49036;Coldwater;MI;41.912776;-85.0142;-5;1;41.912776,-85.0142
49610;Acme;MI;44.789382;-85.488449;-5;1;44.789382,-85.488449
49622;Central Lake;MI;45.074263;-85.26929;-5;1;45.074263,-85.26929
48937;Lansing;MI;42.748734;-84.559029;-5;1;42.748734,-84.559029
49912;Bruce Crossing;MI;46.46077;-89.15645;-5;1;46.46077,-89.15645
48015;Center Line;MI;42.479137;-83.02449;-5;1;42.479137,-83.02449
48606;Saginaw;MI;43.348535;-84.032612;-5;1;43.348535,-84.032612
48838;Greenville;MI;43.1791;-85.26533;-5;1;43.1791,-85.26533
48629;Houghton Lake;MI;44.305812;-84.75589;-5;1;44.305812,-84.75589
48809;Belding;MI;43.085313;-85.24478;-5;1;43.085313,-85.24478
48635;Lupton;MI;44.399711;-83.99444;-5;1;44.399711,-83.99444
49590;Whitewater;MI;44.851771;-85.394202;-5;1;44.851771,-85.394202
48917;Lansing;MI;42.735535;-84.62698;-5;1;42.735535,-84.62698
49099;White Pigeon;MI;41.792628;-85.67233;-5;1;41.792628,-85.67233
48504;Flint;MI;43.043627;-83.73126;-5;1;43.043627,-83.73126
48222;Detroit;MI;42.239933;-83.150823;-5;1;42.239933,-83.150823
48314;Sterling Heights;MI;42.609789;-83.04844;-5;1;42.609789,-83.04844
48462;Ortonville;MI;42.84391;-83.43109;-5;1;42.84391,-83.43109
49862;Munising;MI;46.37503;-86.70615;-5;1;46.37503,-86.70615
48804;Mount Pleasant;MI;43.640574;-84.847417;-5;1;43.640574,-84.847417
48023;Fair Haven;MI;42.693915;-82.66859;-5;1;42.693915,-82.66859
48170;Plymouth;MI;42.370837;-83.4856;-5;1;42.370837,-83.4856
48308;Rochester;MI;42.638533;-83.131426;-5;1;42.638533,-83.131426
48419;Carsonville;MI;43.420791;-82.6415;-5;1;43.420791,-82.6415
49033;Ceresco;MI;42.239592;-85.09307;-5;1;42.239592,-85.09307
49707;Alpena;MI;45.08583;-83.46411;-5;1;45.08583,-83.46411
48860;Muir;MI;43.026842;-84.92633000000001;-5;1;43.026842,-84.92633
49284;Springport;MI;42.38806;-84.70868;-5;1;42.38806,-84.70868
49459;Walkerville;MI;43.733491;-86.11462;-5;1;43.733491,-86.11462
48138;Grosse Ile;MI;42.130091;-83.16017;-5;1;42.130091,-83.16017
49696;Traverse City;MI;44.816178;-85.575147;-5;1;44.816178,-85.575147
48189;Whitmore Lake;MI;42.422746;-83.78009;-5;1;42.422746,-83.78009
48896;Winn;MI;43.523617;-84.90307;-5;1;43.523617,-84.90307
49346;Stanwood;MI;43.587286;-85.37833;-5;1;43.587286,-85.37833
49530;Grand Rapids;MI;43.031413;-85.550267;-5;1;43.031413,-85.550267
49319;Cedar Springs;MI;43.224155;-85.54811;-5;1;43.224155,-85.54811
49413;Fremont;MI;43.554311;-85.800884;-5;1;43.554311,-85.800884
49328;Hopkins;MI;42.634199;-85.75809;-5;1;42.634199,-85.75809
49779;Rogers City;MI;45.413252;-83.83626;-5;1;45.413252,-83.83626
48144;Lambertville;MI;41.754298;-83.63047;-5;1;41.754298,-83.63047
48829;Edmore;MI;43.404412;-85.03033;-5;1;43.404412,-85.03033
49309;Bitely;MI;43.747881;-85.86094;-5;1;43.747881,-85.86094
48216;Detroit;MI;42.328338;-83.07805;-5;1;42.328338,-83.07805
48630;Houghton Lake Heights;MI;44.327064;-84.77405;-5;1;44.327064,-84.77405
48758;Richville;MI;43.407321;-83.676156;-5;1;43.407321,-83.676156
48806;Ashley;MI;43.179346;-84.50765;-5;1;43.179346,-84.50765
49019;Kalamazoo;MI;42.245412;-85.529858;-5;1;42.245412,-85.529858
49079;Paw Paw;MI;42.22514;-85.90002;-5;1;42.22514,-85.90002
48628;Hope;MI;43.807162;-84.33789;-5;1;43.807162,-84.33789
49750;Lewiston;MI;44.884763;-84.35977;-5;1;44.884763,-84.35977
49760;Moran;MI;46.048831;-84.94734;-5;1;46.048831,-84.94734
48471;Sandusky;MI;43.418054;-82.83687;-5;1;43.418054,-82.83687
49006;Kalamazoo;MI;42.295005;-85.62247;-5;1;42.295005,-85.62247
48748;National City;MI;44.328794;-83.66579;-5;1;44.328794,-83.66579
48613;Bentley;MI;43.93724;-84.12889;-5;1;43.93724,-84.12889
49082;Quincy;MI;41.943472;-84.87559;-5;1;41.943472,-84.87559
49065;Lawton;MI;42.144087;-85.84205;-5;1;42.144087,-85.84205
48434;Forestville;MI;43.66139;-82.60984;-5;1;43.66139,-82.60984
48750;Oscoda;MI;44.447318;-83.41927;-5;1;44.447318,-83.41927
49024;Portage;MI;42.216541;-85.61773;-5;1;42.216541,-85.61773
49288;Waldron;MI;41.733173;-84.44772;-5;1;41.733173,-84.44772
49829;Escanaba;MI;45.751671;-87.08951;-5;1;45.751671,-87.08951
48116;Brighton;MI;42.509476;-83.77718;-5;1;42.509476,-83.77718
48735;Gagetown;MI;43.664592999999996;-83.26005;-5;1;43.664593,-83.26005
48879;Saint Johns;MI;42.998998;-84.57704;-5;1;42.998998,-84.57704
49455;Shelby;MI;43.607628;-86.37004;-5;1;43.607628,-86.37004
49642;Idlewild;MI;43.880898;-85.78999;-5;1;43.880898,-85.78999
49717;Burt Lake;MI;45.430705;-84.691207;-5;1;45.430705,-84.691207
48803;Troy;MI;42.581148;-83.09901;-5;1;42.581148,-83.09901
49506;Grand Rapids;MI;42.945727;-85.61899;-5;1;42.945727,-85.61899
49507;Grand Rapids;MI;42.933077;-85.65435;-5;1;42.933077,-85.65435
49945;Lake Linden;MI;47.17583;-88.32904;-5;1;47.17583,-88.32904
48019;Rose;MI;42.755627;-83.612581;-5;1;42.755627,-83.612581
48636;Luzerne;MI;44.616344;-84.27784;-5;1;44.616344,-84.27784
48686;Midland;MI;43.647297;-84.387331;-5;1;43.647297,-84.387331
48877;Riverdale;MI;43.403224;-84.84062;-5;1;43.403224,-84.84062
49647;Paradise;MI;44.515487;-85.527652;-5;1;44.515487,-85.527652
49348;Wayland;MI;42.681969;-85.62761;-5;1;42.681969,-85.62761
48096;Ray;MI;42.753378;-82.91658;-5;1;42.753378,-82.91658
48921;Lansing;MI;42.723735;-84.555629;-5;1;42.723735,-84.555629
49726;Drummond Island;MI;45.994672;-83.75198;-5;1;45.994672,-83.75198
49047;Dowagiac;MI;42.004729;-86.1208;-5;1;42.004729,-86.1208
48437;Genesee;MI;43.111009;-83.62016;-5;1;43.111009,-83.62016
49434;Macatawa;MI;42.768619;-86.20597;-5;1;42.768619,-86.20597
48427;Deckerville;MI;43.519997;-82.71234;-5;1;43.519997,-82.71234
48621;Fairview;MI;44.718279;-83.98795;-5;1;44.718279,-83.98795
49337;Newaygo;MI;43.430588;-85.73515;-5;1;43.430588,-85.73515
48183;Trenton;MI;42.137071;-83.21446;-5;1;42.137071,-83.21446
48316;Utica;MI;42.689632;-83.06154;-5;1;42.689632,-83.06154
49325;Freeport;MI;42.763599;-85.31026;-5;1;42.763599,-85.31026
48238;Detroit;MI;42.396736;-83.14152;-5;1;42.396736,-83.14152
49649;Kingsley;MI;44.561602;-85.52611;-5;1;44.561602,-85.52611
49797;Waters;MI;44.870233999999996;-84.659847;-5;1;44.870234,-84.659847
49737;Good Hart;MI;45.580183;-85.113678;-5;1;45.580183,-85.113678
49644;Irons;MI;44.105814;-85.92846;-5;1;44.105814,-85.92846
48446;Lapeer;MI;43.048777;-83.33073;-5;1;43.048777,-83.33073
48173;Rockwood;MI;42.073793;-83.21575;-5;1;42.073793,-83.21575
48907;Lansing;MI;42.596071;-84.838206;-5;1;42.596071,-84.838206
49505;Grand Rapids;MI;43.000076;-85.64785;-5;1;43.000076,-85.64785
48840;Haslett;MI;42.760217;-84.39027;-5;1;42.760217,-84.39027
49232;Camden;MI;41.731009;-84.65993;-5;1;41.731009,-84.65993
49836;Germfask;MI;46.180416;-85.90176;-5;1;46.180416,-85.90176
49304;Baldwin;MI;43.895264;-85.88157;-5;1;43.895264,-85.88157
49612;Alden;MI;44.877741;-85.24163;-5;1;44.877741,-85.24163
48152;Livonia;MI;42.427835;-83.36299;-5;1;42.427835,-83.36299
49666;Mayfield;MI;44.635328;-85.5614;-5;1;44.635328,-85.5614
48088;Warren;MI;42.516851;-82.982757;-5;1;42.516851,-82.982757
49101;Baroda;MI;41.944869;-86.48827;-5;1;41.944869,-86.48827
48739;Hale;MI;44.379147;-83.83539;-5;1;44.379147,-83.83539
49614;Bear Lake;MI;44.433903;-86.12625;-5;1;44.433903,-86.12625
49745;Hessel;MI;46.01207;-84.45048;-5;1;46.01207,-84.45048
49838;Gould City;MI;46.095949;-85.71737;-5;1;46.095949,-85.71737
49419;Hamilton;MI;42.679762;-85.98996;-5;1;42.679762,-85.98996
49450;Pullman;MI;42.484769;-86.07944;-5;1;42.484769,-86.07944
49620;Buckley;MI;44.516368;-85.68623;-5;1;44.516368,-85.68623
48272;Detroit;MI;42.239933;-83.150823;-5;1;42.239933,-83.150823
49251;Leslie;MI;42.464769;-84.41116;-5;1;42.464769,-84.41116
48070;Huntington Woods;MI;42.482585;-83.16812;-5;1;42.482585,-83.16812
48862;North Star;MI;43.356518;-84.497138;-5;1;43.356518,-84.497138
48350;Davisburg;MI;42.747677;-83.52283;-5;1;42.747677,-83.52283
48363;Oakland;MI;42.765582;-83.17281;-5;1;42.765582,-83.17281
48822;Eagle;MI;42.8288;-84.76379;-5;1;42.8288,-84.76379
49463;Wabaningo;MI;43.295493;-86.468853;-5;1;43.295493,-86.468853
48724;Carrollton;MI;43.460075;-83.92772;-5;1;43.460075,-83.92772
48659;Sterling;MI;44.080925;-84.02506;-5;1;44.080925,-84.02506
48095;Washington;MI;42.779239;-83.02605;-5;1;42.779239,-83.02605
48442;Holly;MI;42.800191;-83.5968;-5;1;42.800191,-83.5968
48414;Bancroft;MI;42.869478;-84.0761;-5;1;42.869478,-84.0761
48186;Westland;MI;42.293787;-83.37464;-5;1;42.293787,-83.37464
49409;Ferrysburg;MI;43.080865;-86.215413;-5;1;43.080865,-86.215413
48870;Palo;MI;43.113587;-85.007665;-5;1;43.113587,-85.007665
49320;Chippewa Lake;MI;43.755335;-85.278303;-5;1;43.755335,-85.278303
49950;Mohawk;MI;47.400603;-88.14768;-5;1;47.400603,-88.14768
48049;North Street;MI;43.03154;-82.59251;-5;1;43.03154,-82.59251
48761;South Branch;MI;44.54106;-83.91915;-5;1;44.54106,-83.91915
49657;McBain;MI;44.204505;-85.1771;-5;1;44.204505,-85.1771
48370;Oxford;MI;42.820082;-83.20932;-5;1;42.820082,-83.20932
48158;Manchester;MI;42.14784;-84.03123;-5;1;42.14784,-84.03123
49405;Custer;MI;43.907681;-86.19014;-5;1;43.907681,-86.19014
48849;Lake Odessa;MI;42.788151;-85.13565;-5;1;42.788151,-85.13565
48909;Lansing;MI;42.599184;-84.371973;-5;1;42.599184,-84.371973
49058;Hastings;MI;42.64275;-85.29296;-5;1;42.64275,-85.29296
49201;Jackson;MI;42.252268;-84.38842;-5;1;42.252268,-84.38842
49259;Munith;MI;42.371819;-84.25886;-5;1;42.371819,-84.25886
49766;Ossineke;MI;44.920907;-83.45125;-5;1;44.920907,-83.45125
48048;New Haven;MI;42.739751;-82.79758;-5;1;42.739751,-82.79758
48506;Flint;MI;43.047826;-83.64688;-5;1;43.047826,-83.64688
48910;Lansing;MI;42.704435;-84.54915;-5;1;42.704435,-84.54915
49929;Greenland;MI;46.780926;-89.09762;-5;1;46.780926,-89.09762
48933;Lansing;MI;42.731885;-84.55492;-5;1;42.731885,-84.55492
49565;Newkirk;MI;44.115429;-85.78338;-5;1;44.115429,-85.78338
49635;Frankfort;MI;44.631;-86.21484;-5;1;44.631,-86.21484
49674;Omena;MI;45.066568;-85.597374;-5;1;45.066568,-85.597374
48042;Macomb;MI;42.68347;-82.92958;-5;1;42.68347,-82.92958
49974;Pickford;MI;46.158139;-84.361116;-5;1;46.158139,-84.361116
48150;Livonia;MI;42.365936;-83.36513;-5;1;42.365936,-83.36513
48609;Saginaw;MI;43.40153;-84.09438;-5;1;43.40153,-84.09438
48908;Lansing;MI;42.596071;-84.838206;-5;1;42.596071,-84.838206
49962;Skanee;MI;46.877;-88.17166;-5;1;46.877,-88.17166
49442;Muskegon;MI;43.232615;-86.1955;-5;1;43.232615,-86.1955
49512;Grand Rapids;MI;42.888821;-85.5616;-5;1;42.888821,-85.5616
48722;Bridgeport;MI;43.346632;-83.84636;-5;1;43.346632,-83.84636
49064;Lawrence;MI;42.215357;-86.04822;-5;1;42.215357,-86.04822
49032;Centreville;MI;41.924331;-85.51068;-5;1;41.924331,-85.51068
48764;Tawas City;MI;44.266549;-83.519166;-5;1;44.266549,-83.519166
48329;Waterford;MI;42.68828;-83.38967;-5;1;42.68828,-83.38967
48106;Ann Arbor;MI;42.253502;-83.836571;-5;1;42.253502,-83.836571
48460;New Lothrop;MI;43.131102;-83.98443;-5;1;43.131102,-83.98443
48744;Mayville;MI;43.34896;-83.35883;-5;1;43.34896,-83.35883
49667;Merritt;MI;44.335387;-84.91649;-5;1;44.335387,-84.91649
49029;Burlington;MI;42.142445;-85.09728;-5;1;42.142445,-85.09728
48830;Elm Hall;MI;43.362879;-84.83662;-5;1;43.362879,-84.83662
49682;Suttons Bay;MI;44.993085;-85.63635;-5;1;44.993085,-85.63635
49739;Grayling;MI;44.682996;-84.610441;-5;1;44.682996,-84.610441
49002;Portage;MI;42.210792;-85.55958;-5;1;42.210792,-85.55958
49335;Moline;MI;42.739942;-85.66543;-5;1;42.739942,-85.66543
48453;Marlette;MI;43.336126;-83.03213;-5;1;43.336126,-83.03213
48632;Lake;MI;43.864435;-85.00864;-5;1;43.864435,-85.00864
48727;Clifford;MI;43.314176;-83.18115;-5;1;43.314176,-83.18115
49228;Blissfield;MI;41.821595;-83.87435;-5;1;41.821595,-83.87435
49264;Onondaga;MI;42.443387;-84.56022;-5;1;42.443387,-84.56022
49872;Perkins;MI;45.987113;-87.0742;-5;1;45.987113,-87.0742
49051;East Leroy;MI;42.184303;-85.24228;-5;1;42.184303,-85.24228
49111;Eau Claire;MI;42.022092;-86.29071;-5;1;42.022092,-86.29071
49262;North Adams;MI;41.963683;-84.46824;-5;1;41.963683,-84.46824
49255;Montgomery;MI;41.776286999999996;-84.8376;-5;1;41.776287,-84.8376
49431;Ludington;MI;43.967306;-86.43044;-5;1;43.967306,-86.43044
49740;Harbor Springs;MI;45.502308;-84.99025;-5;1;45.502308,-84.99025
48658;Standish;MI;43.985129;-83.93628;-5;1;43.985129,-83.93628
49795;Vanderbilt;MI;45.169729;-84.60248;-5;1;45.169729,-84.60248
48115;Bridgewater;MI;42.160216;-83.911693;-5;1;42.160216,-83.911693
49628;Elberta;MI;44.617592;-86.22663;-5;1;44.617592,-86.22663
48210;Detroit;MI;42.338137;-83.12785;-5;1;42.338137,-83.12785
49103;Berrien Springs;MI;41.944691;-86.34979;-5;1;41.944691,-86.34979
49250;Jonesville;MI;42.018585;-84.64548;-5;1;42.018585,-84.64548
48201;Detroit;MI;42.343787;-83.05879;-5;1;42.343787,-83.05879
48852;Mcbrides;MI;43.355304;-85.04326;-5;1;43.355304,-85.04326
48009;Birmingham;MI;42.544084;-83.21527;-5;1;42.544084,-83.21527
48205;Detroit;MI;42.433703;-82.98068;-5;1;42.433703,-82.98068
49508;Grand Rapids;MI;42.876661;-85.62856;-5;1;42.876661,-85.62856
49305;Barryton;MI;43.747406;-85.16304;-5;1;43.747406,-85.16304
48731;Elkton;MI;43.83014;-83.16143;-5;1;43.83014,-83.16143
48143;Lakeland;MI;42.454366;-83.83372;-5;1;42.454366,-83.83372
48214;Detroit;MI;42.368137;-82.99314;-5;1;42.368137,-82.99314
49784;Kincheloe;MI;46.410777;-84.336519;-5;1;46.410777,-84.336519
48802;Alma;MI;43.389262;-84.666661;-5;1;43.389262,-84.666661
48623;Freeland;MI;43.518309;-84.1337;-5;1;43.518309,-84.1337
49770;Petoskey;MI;45.360111;-84.93774;-5;1;45.360111,-84.93774
48090;Warren;MI;42.672322;-82.903065;-5;1;42.672322,-82.903065
48330;Drayton Plains;MI;42.675435;-83.363697;-5;1;42.675435,-83.363697
49220;Addison;MI;41.992765;-84.3329;-5;1;41.992765,-84.3329
48108;Ann Arbor;MI;42.232807;-83.72671;-5;1;42.232807,-83.72671
49884;Shingleton;MI;46.399545;-86.43315;-5;1;46.399545,-86.43315
48274;Detroit;MI;42.239933;-83.150823;-5;1;42.239933,-83.150823
48429;Durand;MI;42.918766;-83.99148;-5;1;42.918766,-83.99148
48441;Harbor Beach;MI;43.812371;-82.69274;-5;1;43.812371,-82.69274
49443;Muskegon;MI;43.295493;-86.468853;-5;1;43.295493,-86.468853
48254;Detroit;MI;42.239933;-83.150823;-5;1;42.239933,-83.150823
48114;Brighton;MI;42.566097;-83.75725;-5;1;42.566097,-83.75725
49237;Concord;MI;42.177223;-84.651;-5;1;42.177223,-84.651
